x_0,x_1,x_2,y
7.739560485559633,4.388784397520523,8.585979199113824,47.08526619505061
6.973680290593639,0.9417734788764953,9.756223516367559,43.04131148530415
7.61139701990353,7.860643052769538,1.2811363267554587,32.07666854929508
4.503859378955672,3.7079802423258124,9.267649888486018,44.65574045846248
6.438651200806645,8.227616132708299,4.4341419882733115,41.22629780898254
2.272387217847769,5.545847870158348,0.6381725610417532,20.33270417951652
8.27631171992582,6.316643991220649,7.580877400853739,48.551550952401755
3.545259681298684,9.706980243949033,8.931211213221976,54.673887154133105
7.783834970737619,1.9463870785196757,4.667210037270342,30.786590262531874
0.43803765787228777,1.5428949206754783,6.830489532424546,29.185825403374533
7.447621559078171,9.6750973243421,3.2582535813815197,41.69816863776497
3.704597060348689,4.695558112758079,1.894713590842857,23.615220946452002
1.2992150533547164,4.757049262259337,2.2690934905088413,22.73953476363892
6.698139946825103,4.371519188723307,8.326781960578375,45.60689309165828
7.002651020022491,3.123666413820411,8.32259801395201,43.048182960778476
8.047643574968019,3.874783790301745,2.883281039302441,29.55532432916254
6.824955039749755,1.397524836093098,1.9990820247510832,20.639772447696156
0.07362269751005512,7.869243775021384,6.648508565920322,40.724922174354006
7.051653786263351,7.807290310219679,4.5891577553833995,41.44432595762783
5.687411959528937,1.3979699812765745,1.1453007353597344,16.963580185121685
6.6840296179047165,4.710962061431325,5.652361064811888,38.17879544043642
7.649988574160256,6.347183200005908,5.535794006579958,42.0623384468574
5.592071607454136,3.039500980626122,0.30817834567939406,17.444915873854246
4.367173892323624,2.145846728195292,4.085286437246362,25.849859435235825
8.53403073268166,2.3393948586534075,0.5830274168906602,19.971259252751278
2.8138389202199656,2.935937577666836,6.6191651472689506,33.70043139105294
5.570321523412783,7.8389820910641355,6.643135403273876,45.90494276316987
4.063868614400706,8.140203846660347,1.669729199077039,30.29238036433014
0.22712073133860478,0.9004786077564175,7.223593505964503,28.54606939738624
4.618772302513873,1.612717790336018,5.010447751033635,27.738613380477126
1.5231210271316842,6.96320375077736,4.461562755740307,33.9327903054516
3.810212260964825,3.015120891478765,6.302825931188885,33.69574327819471
3.6181261055339045,0.87649919316101,1.1800590212051532,13.677931758002538
9.618976645495145,9.085806907076071,6.997071338107496,53.7659605689465
2.6586996145951955,9.69176377347724,7.787509039657946,50.60834022936958
7.168901891589956,4.493615021437886,2.72241561845159,29.142709670138114
0.9639096215349929,9.026023965438416,4.557762898336111,37.74253998496731
2.023633647952303,3.0595662415065252,5.79219568941896,30.67612358040361
1.767727829392317,8.566142840923755,7.585195298352101,46.6506571383284
7.194629559509368,4.320930397751037,6.2730884070244315,39.84855560805795
5.840979689127356,6.4984660155482,0.8444432113988909,26.30526027252428
4.1580740217060965,0.4161417386189248,4.9399081924451895,24.954676080107486
3.298612123327853,1.445241888660469,1.0340296772255164,14.412178654478918
5.87644572177712,1.705929685368861,9.251201183767972,42.03865537594317
5.8106113970039495,3.4686980453483707,5.9091549148141675,35.32675181660194
0.22803871029697498,9.585592132414453,4.823034369429003,38.7681530909202
7.827352272502862,0.8272999992243857,4.866583308381603,28.847283487324724
4.907069943545209,9.37826454974983,5.717280523760754,45.87485560697843
4.734894010569538,2.669756630918936,3.315689973425522,25.06890724360151
5.206724024715378,4.389114603050467,0.21612079880330426,19.641237372421596
8.262919241943578,8.961607718397667,1.4024908899861077,35.38133596404113
5.540361435390494,1.0857574113544355,6.722400930398117,33.01483822397237
2.812337838390083,6.594226346919018,7.269946142868826,42.840408777628895
7.68647491917657,1.0774094595589656,9.160118451376078,42.26618467670228
2.302139908948808,0.3741255617617978,5.548524693914834,24.71068794008825
3.7092228386243873,8.297897431324131,8.082514720643019,49.757312374211565
3.1713889282271532,9.52899395069745,2.909178381401186,36.01912866280977
5.150571292317146,2.5596509056760275,9.360435700489633,43.31218838370152
1.6460781758201815,0.4491061939232899,4.350970600030379,20.592755119410835
9.92375564055837,8.916772662549139,7.486080194569492,55.261879422777696
8.90792490878525,8.934466396978632,5.18858360386449,47.30049991071303
3.1592905183079303,7.72012432110988,6.616612631677611,43.398422602081624
3.7365772887371005,0.9446666806151527,7.46789611349026,33.02846679339118
2.624605159228647,9.368131505337793,2.4097057500568475,33.74189443159297
1.2275793241148603,8.311126721249062,1.5328431662449404,27.527459916664192
1.7926830815773909,5.993827915208435,8.745620408374645,44.9762472509721
1.9643466571457324,3.1032367290009475,7.774048382411776,36.57986655511109
9.718264260609674,5.007411862023423,1.4389750255125078,29.050870402378077
0.13936287708201545,2.2965602999885526,1.3182221778652103,13.721608845420363
6.776586736128575,1.2183250462853112,5.06329931620633,29.428497159463426
6.9426243564288646,5.811166092209024,1.9977565166005762,29.347200393101538
8.041245261822628,7.154071296158016,7.389840039155418,49.214164372130476
1.3105775155731325,1.237538036503446,9.275625510065076,36.635192260856094
3.9757819382494066,3.0094869178093973,4.885840453515334,29.566991007630502
6.628642127635825,9.5562325704697,2.8644622688205503,39.17056781605943
9.248084293120272,0.24859491386256316,5.551980423268247,31.31901445843339
6.339751116810851,1.058974037507533,1.4033959706391264,17.760351356612755
4.191143193163038,9.662319121431818,5.960425532343728,46.432840601740224
9.330232216002113,8.043609156129708,4.673816015552915,44.51607469520226
7.847634492521874,0.17836783976987736,1.0914399676573494,16.523999630803573
8.294286148827364,7.968170883251617,2.3264074196643367,36.117966975783766
5.307695905990535,6.060158207000109,8.677389537760112,48.5378354174652
6.031071573387257,4.1257156927368035,3.741840434071827,30.566598227608516
4.258820863735099,6.519310255799741,8.674906317523249,48.31041199651096
4.538968820762998,2.478395629513581,2.3666236299758117,21.601514988575456
7.460142802434464,8.165687634239104,1.0527807985412496,32.02910705220487
0.6655885695517816,5.944336637564518,1.4617324419269828,21.864514238890603
8.246641904563413,3.1033467392407443,1.4387193297114265,23.87828166867739
9.209704724874502,1.6553172273527816,2.8472008233793558,26.11845104618297
1.5361339519205863,1.1549006366535497,0.21148016336440034,9.480601504991446
0.5539540916426011,1.746414709358527,0.5338193262717539,10.80136512963103
5.911438161109713,6.807145267995064,3.936304568320282,36.205209245228986
3.179910969520494,5.045262370222301,8.750049422346086,44.47456549976651
